work_year,job_title,salary_in_usd,experience_level,employment_type,work_setting,company_location
2022,Applied Scientist,230000,Senior,Full-time,Remote,United States
2022,Data Engineer,230000,Senior,Full-time,In-person,United States
2022,Applied Scientist,230000,Senior,Full-time,Remote,United States
2022,Data Scientist,230000,Senior,Full-time,Remote,United States
2022,Data Scientist,230000,Senior,Full-time,Remote,United States
2022,Data Engineer,229998,Senior,Full-time,In-person,United States
2022,Data Engineer,229998,Senior,Full-time,In-person,United States
2022,Machine Learning Software Engineer,227200,Senior,Full-time,Remote,Canada
2022,Data Engineer,225000,Senior,Full-time,In-person,United States
2022,Data Engineer,225000,Senior,Full-time,Remote,United States
2022,Data Scientist,225000,Senior,Full-time,In-person,United States
2022,Data Engineer,225000,Senior,Full-time,In-person,United States
2022,Data Scientist,225000,Mid-level,Full-time,In-person,United States
2022,Data Architect,225000,Senior,Full-time,Remote,United States
2022,Data Scientist,225000,Senior,Full-time,In-person,United States
2022,Data Scientist,225000,Senior,Full-time,In-person,United States
2022,Data Engineer,225000,Senior,Full-time,In-person,United States
2022,Data Scientist,225000,Senior,Full-time,In-person,United States
2022,Head of Data Science,224000,Executive,Full-time,Remote,United States
2022,Data Science Manager,222640,Executive,Full-time,In-person,United States
2022,Data Specialist,221300,Senior,Full-time,Remote,United States
2022,Data Engineer,220110,Senior,Full-time,In-person,United States
2022,Data Engineer,220110,Senior,Full-time,Remote,United States
2022,Data Scientist,220000,Senior,Full-time,In-person,United States
2022,Data Engineer,220000,Senior,Full-time,Remote,United States
2022,Machine Learning Engineer,220000,Senior,Full-time,Remote,United States
2022,Data Engineer,220000,Senior,Full-time,Remote,United States
2022,Data Scientist,220000,Senior,Full-time,Remote,United States
2022,Data Engineer,220000,Senior,Full-time,In-person,United States
2022,Data Scientist,218000,Senior,Full-time,In-person,United States
2022,Data Analyst,216200,Senior,Full-time,In-person,United States
2022,Data Analyst,216200,Mid-level,Full-time,In-person,United States
2022,Data Engineer,216000,Senior,Full-time,Remote,United States
2022,Data Engineer,216000,Executive,Full-time,Remote,United States
2022,Data Engineer,216000,Senior,Full-time,Remote,United States
2022,Machine Learning Scientist,216000,Senior,Full-time,In-person,United States
2022,Data Engineer,216000,Senior,Full-time,Remote,United States
2022,Data Scientist,215300,Senior,Full-time,In-person,United States
2022,Data Scientist,215300,Senior,Full-time,Remote,United States
2022,Data Engineer,215000,Senior,Full-time,In-person,United States
2022,Data Engineer,215000,Senior,Full-time,Remote,United States
2022,Data Scientist,215000,Senior,Full-time,In-person,United States
2022,Machine Learning Engineer,214000,Senior,Full-time,Remote,United States
2022,Data Architect,213120,Senior,Full-time,Remote,United States
2022,Data Engineer,213000,Senior,Full-time,In-person,United States
2022,Applied Scientist,212800,Senior,Full-time,Remote,United States
2022,Data Scientist,211500,Senior,Full-time,Remote,United States
2022,Data Scientist,210000,Senior,Full-time,Remote,United States
2022,Data Scientist,210000,Senior,Full-time,Remote,United States
2022,Data Scientist,210000,Senior,Full-time,Remote,United States
2022,Data Engineer,210000,Senior,Full-time,Remote,United States
2022,Data Engineer,210000,Senior,Full-time,Remote,United States
2022,Machine Learning Engineer,210000,Senior,Full-time,Remote,United States
2022,Analytics Engineer,210000,Executive,Full-time,Remote,United States
2022,Machine Learning Engineer,210000,Senior,Full-time,Remote,United States
2022,Data Architect,210000,Senior,Full-time,Remote,United States
2022,Data Scientist,210000,Senior,Full-time,Remote,United States
2022,Machine Learning Engineer,210000,Senior,Full-time,Remote,United States
2022,Data Engineer,210000,Senior,Full-time,Remote,United States
2022,Data Engineer,210000,Senior,Full-time,Remote,United States
2022,Research Scientist,210000,Senior,Full-time,Remote,United States
2022,Data Scientist,210000,Senior,Full-time,Remote,United States
2022,Machine Learning Engineer,210000,Senior,Full-time,Remote,United States
2022,Machine Learning Engineer,210000,Senior,Full-time,Remote,United States
2022,Data Engineer,209100,Senior,Full-time,Remote,United States
2022,Data Engineer,209100,Senior,Full-time,Remote,United States
2022,Data Architect,208775,Senior,Full-time,Remote,United States
2022,Data Scientist,208000,Senior,Full-time,Remote,United States
2022,Data Scientist,207000,Senior,Full-time,Remote,United States
2022,Data Scientist,207000,Senior,Full-time,Remote,United States
2022,Data Engineer,206699,Mid-level,Full-time,In-person,United States
2022,Data Engineer,206699,Senior,Full-time,In-person,United States
2022,Data Analyst,206000,Mid-level,Full-time,In-person,United States
2022,Data Analyst,206000,Mid-level,Full-time,In-person,United States
2022,Data Science Manager,206000,Senior,Full-time,Remote,United States
2022,Data Engineer,205600,Senior,Full-time,In-person,United States
2022,Data Scientist,205300,Senior,Full-time,In-person,United States
2022,Data Scientist,205300,Senior,Full-time,In-person,United States
2022,Analytics Engineer,205300,Senior,Full-time,In-person,United States
2022,Applied Scientist,205000,Senior,Full-time,Remote,United States
2022,Data Scientist,205000,Senior,Full-time,In-person,United States
2022,Data Scientist,205000,Senior,Full-time,Remote,United States
2022,Applied Scientist,205000,Senior,Full-time,Remote,United States
2022,Head of Data,205000,Executive,Full-time,In-person,United States
2022,Applied Scientist,205000,Senior,Full-time,Remote,United States
2022,Data Engineer,205000,Senior,Full-time,Remote,United States
2022,Machine Learning Engineer,204500,Senior,Full-time,In-person,United States
2022,Machine Learning Engineer,204500,Senior,Full-time,In-person,United States
2022,Machine Learning Engineer,204500,Senior,Full-time,In-person,United States
2022,Machine Learning Engineer,204500,Senior,Full-time,In-person,United States
2022,Machine Learning Engineer,204500,Senior,Full-time,In-person,United States
2022,Machine Learning Engineer,204500,Senior,Full-time,In-person,United States
2022,Data Scientist,204100,Senior,Full-time,In-person,United States
2022,Analytics Engineer,203500,Senior,Full-time,In-person,United States
2022,Data Scientist,203500,Senior,Full-time,In-person,United States
2022,Data Scientist,203500,Senior,Full-time,In-person,United States
2022,Machine Learning Engineer,202900,Senior,Full-time,Remote,United States
2022,Machine Learning Engineer,202900,Senior,Full-time,Remote,United States
2022,Data Scientist,202800,Senior,Full-time,In-person,United States
2022,Data Analyst,201000,Senior,Full-time,Remote,United States
2022,Machine Learning Engineer,201000,Senior,Full-time,Remote,United States
2022,Machine Learning Engineer,201000,Senior,Full-time,In-person,United States
2022,Machine Learning Engineer,201000,Senior,Full-time,Remote,United States
2022,Data Engineer,200100,Senior,Full-time,Remote,United States
2022,Analytics Engineer,200000,Mid-level,Full-time,In-person,United States
2022,Analytics Engineer,200000,Executive,Full-time,Remote,United States
2022,Head of Data,200000,Senior,Full-time,Remote,United States
2022,Data Science Manager,200000,Senior,Full-time,Remote,United States
2022,Machine Learning Engineer,200000,Senior,Full-time,Remote,United States
2022,AI Scientist,200000,Mid-level,Full-time,Remote,United States
2022,Data Engineer,200000,Senior,Full-time,Remote,United States
2022,Data Scientist,200000,Senior,Full-time,Remote,United States
2022,Marketing Data Analyst,200000,Senior,Full-time,Remote,United Kingdom
2022,Data Engineer,200000,Senior,Full-time,In-person,United States
2022,Data Engineer,200000,Senior,Full-time,Remote,United States
2022,AI Scientist,200000,Entry-level,Full-time,Hybrid,Canada
2022,Data Engineer,200000,Senior,Full-time,In-person,United States
2022,AI Scientist,200000,Mid-level,Full-time,Remote,United States
2022,Data Engineer,200000,Senior,Full-time,Remote,United States
2022,Data Engineer,200000,Senior,Full-time,Remote,Puerto Rico
2022,Machine Learning Scientist,200000,Executive,Full-time,Remote,United States
2022,Machine Learning Engineer,200000,Senior,Full-time,Remote,Puerto Rico
2022,BI Analyst,200000,Senior,Full-time,Remote,Nigeria
2022,Data Scientist,200000,Mid-level,Full-time,Remote,United States
2022,Machine Learning Manager,200000,Senior,Full-time,Remote,United States
2022,Data Engineer,200000,Executive,Full-time,Remote,United States
2022,AI Scientist,200000,Executive,Full-time,Remote,United States
2022,Data Engineer,200000,Executive,Full-time,In-person,United States
2022,Data Engineer,198800,Senior,Full-time,In-person,United States
2022,Data Scientist,198800,Senior,Full-time,In-person,United States
2022,Data Scientist,198440,Senior,Full-time,In-person,United States
2022,Data Scientist,198440,Senior,Full-time,In-person,United States
2022,Data Scientist,198440,Senior,Full-time,Remote,United States
2022,Data Scientist,198440,Senior,Full-time,In-person,United States
2022,Data Scientist,198200,Senior,Full-time,Remote,United States
2022,Data Engineer,197430,Senior,Full-time,Remote,United States
2022,Data Engineer,197000,Senior,Full-time,In-person,United States
2022,Data Engineer,197000,Senior,Full-time,In-person,United States
2022,Applied Scientist,196000,Senior,Full-time,Remote,United States
2022,Research Scientist,196000,Senior,Full-time,Remote,United States
2022,Applied Scientist,196000,Senior,Full-time,Remote,United States
2022,Data Engineer,195700,Senior,Full-time,In-person,United States
2022,Data Engineer,195700,Senior,Full-time,In-person,United States
2022,Machine Learning Engineer,195400,Senior,Full-time,Remote,United States
2022,Data Architect,195400,Senior,Full-time,Remote,United States
2022,Data Architect,195400,Senior,Full-time,Remote,United States
2022,ML Engineer,195400,Senior,Full-time,Remote,United States
2022,Data Engineer,195000,Senior,Full-time,Remote,United States
2022,Data Engineer,194000,Senior,Full-time,Remote,United States
2022,Data Engineer,194000,Senior,Full-time,Remote,United States
2022,Machine Learning Engineer,193900,Senior,Full-time,In-person,United States
2022,Machine Learning Engineer,193900,Mid-level,Full-time,In-person,United States
2022,Machine Learning Scientist,193900,Senior,Full-time,In-person,United States
2022,Data Engineer,193750,Senior,Full-time,Remote,United States
2022,Analytics Engineer,193750,Senior,Full-time,Remote,United States
2022,Data Engineer,193000,Senior,Full-time,Remote,United States
2022,Machine Learning Engineer,192600,Senior,Full-time,Remote,United States
2022,Data Architect,192564,Senior,Full-time,Remote,United States
2022,Data Architect,192564,Senior,Full-time,Remote,United States
2022,Data Analyst,192500,Senior,Full-time,Remote,United States
2022,Data Architect,192400,Senior,Full-time,Remote,Canada
2022,Director of Data Science,192037,Executive,Full-time,Hybrid,Canada
2022,Applied Scientist,192000,Senior,Full-time,Remote,United States
2022,Lead Data Scientist,192000,Senior,Full-time,Remote,United States
2022,Machine Learning Engineer,192000,Senior,Full-time,In-person,United States
2022,Machine Learning Engineer,192000,Senior,Full-time,Remote,United States
2022,Data Scientist,191475,Senior,Full-time,Remote,United States
2022,Data Scientist,191475,Senior,Full-time,Remote,United States
2022,Data Scientist,191475,Senior,Full-time,Remote,United States
2022,Data Scientist,191475,Senior,Full-time,Remote,United States
2022,Data Scientist,191475,Senior,Full-time,Remote,United States
2022,Data Scientist,191475,Senior,Full-time,Remote,United States
2022,Data Scientist,191475,Senior,Full-time,Remote,United States
2022,Data Scientist,191475,Senior,Full-time,Remote,United States
2022,Data Scientist,191475,Senior,Full-time,Remote,United States
2022,Data Scientist,191475,Senior,Full-time,Remote,United States
2022,Data Scientist,191475,Senior,Full-time,Remote,United States
2022,Data Scientist,191475,Senior,Full-time,Remote,United States
2022,Data Scientist,191475,Senior,Full-time,In-person,United States
2022,Data Scientist,191475,Senior,Full-time,Remote,United States
2022,Data Scientist,191475,Senior,Full-time,Remote,United States
2022,Data Scientist,191475,Senior,Full-time,Remote,United States
2022,Data Scientist,191475,Senior,Full-time,Remote,United States
2022,Data Scientist,191475,Senior,Full-time,Remote,United States
2022,Data Scientist,191475,Senior,Full-time,Remote,United States
2022,Data Scientist,191475,Senior,Full-time,Remote,United States
2022,Applied Scientist,191475,Senior,Full-time,Remote,United States
2022,Data Scientist,191475,Senior,Full-time,Remote,United States
2022,Data Scientist,191475,Senior,Full-time,Remote,United States
2022,Data Engineer,191200,Senior,Full-time,In-person,United States
2022,Data Engineer,191200,Senior,Full-time,In-person,United States
2022,Data Engineer,191200,Senior,Full-time,In-person,United States
2022,Data Engineer,191200,Senior,Full-time,In-person,United States
2022,Data Science Manager,190000,Senior,Full-time,Remote,United States
2022,Data Architect,190000,Senior,Full-time,Remote,United States
2022,Analytics Engineer,190000,Senior,Full-time,Remote,United States
2022,Data Engineer,190000,Senior,Full-time,Remote,United States
2022,Data Architect,190000,Senior,Full-time,Remote,United States
2022,Data Architect,190000,Senior,Full-time,Remote,United States
2022,Data Architect,190000,Senior,Full-time,Remote,United States
2022,Principal Machine Learning Engineer,190000,Senior,Full-time,Remote,United States
2022,Cloud Database Engineer,190000,Senior,Full-time,Remote,United States
2022,Data Scientist,190000,Senior,Full-time,In-person,United States
2022,Data Architect,190000,Senior,Full-time,Remote,United States
2022,Data Scientist,190000,Senior,Full-time,In-person,United States
2022,Machine Learning Engineer,189750,Entry-level,Full-time,In-person,United States
2022,Machine Learning Engineer,189650,Senior,Full-time,In-person,United States
2022,Machine Learning Engineer,189650,Senior,Full-time,In-person,United States
2022,Machine Learning Engineer,189650,Senior,Full-time,In-person,United States
2022,Data Science Manager,189500,Senior,Full-time,Remote,United States
2022,Data Engineer,188700,Senior,Full-time,Remote,United States
2022,Data Engineer,188100,Senior,Full-time,In-person,United States
2022,Machine Learning Engineer,187200,Senior,Full-time,Remote,Canada
2022,Data Engineer,187200,Executive,Full-time,Remote,United States
2022,Data Engineer,187000,Mid-level,Full-time,Remote,United States
2022,Machine Learning Infrastructure Engineer,186000,Senior,Full-time,Remote,United States
2022,Machine Learning Engineer,186000,Senior,Full-time,Remote,United States
2022,Data Scientist,186000,Senior,Full-time,In-person,United States
2022,Data Scientist,185900,Senior,Full-time,In-person,United States
2022,Data Scientist,185900,Senior,Full-time,In-person,United States
2022,Data Scientist,185900,Senior,Full-time,In-person,United States
2022,Data Engineer,185900,Senior,Full-time,In-person,United States
2022,Data Engineer,185900,Senior,Full-time,In-person,United States
2022,Data Scientist,185900,Senior,Full-time,In-person,United States
2022,Data Scientist,185900,Senior,Full-time,In-person,United States
2022,Data Engineer,185900,Senior,Full-time,In-person,United States
2022,Data Scientist,185900,Senior,Full-time,In-person,United States
2022,Data Engineer,185900,Senior,Full-time,In-person,United States
2022,Data Scientist,185900,Senior,Full-time,In-person,United States
2022,Data Engineer,185900,Senior,Full-time,In-person,United States
2022,Data Scientist,185900,Senior,Full-time,In-person,United States
2022,Data Scientist,185900,Senior,Full-time,In-person,United States
2022,Data Engineer,185900,Senior,Full-time,In-person,United States
2022,Data Scientist,185900,Senior,Full-time,In-person,United States
2022,Data Scientist,185900,Senior,Full-time,In-person,United States
2022,Data Engineer,185900,Senior,Full-time,In-person,United States
2022,Data Scientist,185900,Senior,Full-time,In-person,United States
2022,Data Engineer,185800,Senior,Full-time,Remote,Canada
2022,Data Science Manager,185400,Senior,Full-time,In-person,United States
2022,Data Scientist,185100,Senior,Full-time,Remote,United States
2022,Machine Learning Engineer,185000,Senior,Full-time,Remote,Mexico
2022,Data Scientist,185000,Senior,Full-time,Remote,United States
2022,Data Engineer,185000,Senior,Full-time,Remote,United States
2022,Data Scientist,185000,Senior,Full-time,Remote,United States
2022,ML Engineer,185000,Senior,Full-time,Remote,United States
2022,Data Scientist,185000,Senior,Full-time,Remote,United States
2022,Analytics Engineer,184700,Senior,Full-time,In-person,United States
2022,Data Engineer,184100,Senior,Full-time,In-person,United States
2022,Data Engineer,184100,Senior,Full-time,In-person,United States
2022,Applied Scientist,184000,Senior,Full-time,Remote,United States
2022,Applied Scientist,184000,Senior,Full-time,Remote,United States
2022,Applied Scientist,184000,Senior,Full-time,Remote,United States
2022,Applied Scientist,184000,Senior,Full-time,Remote,United States
2022,Data Engineer,183600,Senior,Full-time,Remote,United States
2022,Machine Learning Software Engineer,183600,Senior,Full-time,Remote,Canada
2022,ML Engineer,183000,Senior,Full-time,Remote,United States
2022,Data Scientist Lead,183000,Senior,Full-time,Remote,United States
2022,Data Scientist,182750,Senior,Full-time,Remote,United States
2022,Data Engineer,182500,Senior,Full-time,Remote,United States
2022,Data Science Manager,182160,Executive,Full-time,In-person,United States
2022,Data Engineer,182000,Senior,Full-time,Remote,United States
2022,Data Engineer,181940,Senior,Full-time,In-person,United States
2022,Data Scientist,180000,Senior,Full-time,In-person,United States
2022,Machine Learning Engineer,180000,Senior,Full-time,Remote,United States
2022,Machine Learning Engineer,180000,Senior,Full-time,Remote,United States
2022,Data Scientist,180000,Senior,Full-time,Remote,United States
2022,Machine Learning Developer,180000,Entry-level,Full-time,Remote,United States
2022,Data Scientist,180000,Mid-level,Full-time,In-person,United States
2022,Machine Learning Scientist,180000,Executive,Full-time,Remote,United States
2022,Data Scientist,180000,Senior,Full-time,In-person,United States
2022,Data Engineer,180000,Senior,Full-time,Remote,United States
2022,Data Scientist,180000,Senior,Full-time,Remote,United States
2022,Data Scientist,180000,Senior,Full-time,In-person,United States
2022,Data Engineer,180000,Senior,Full-time,Remote,United States
2022,Analytics Engineer,180000,Senior,Full-time,In-person,United States
2022,Data Scientist,180000,Senior,Full-time,Remote,United States
2022,Data Scientist,180000,Entry-level,Full-time,Remote,United States
2022,Machine Learning Engineer,180000,Senior,Full-time,Remote,United States
2022,Data Engineer,180000,Senior,Full-time,In-person,United States
2022,Data Scientist,180000,Entry-level,Full-time,Remote,United States
2022,Data Scientist,180000,Mid-level,Full-time,In-person,United States
2022,Machine Learning Engineer,180000,Senior,Full-time,Remote,United States
2022,Data Scientist,180000,Senior,Full-time,Remote,United States
2022,Data Architect,180000,Senior,Full-time,Remote,United States
2022,ML Engineer,180000,Mid-level,Full-time,Remote,United States
2022,Data Engineer,180000,Senior,Full-time,Remote,United States
2022,Data Science Manager,179775,Senior,Full-time,Remote,United States
2022,Data Engineer,179500,Senior,Full-time,In-person,United States
2022,Data Scientist,179400,Senior,Full-time,In-person,United States
2022,Data Scientist,179400,Senior,Full-time,Remote,United States
2022,Data Engineer,179305,Senior,Full-time,Remote,United States
2022,Data Engineer,178800,Senior,Full-time,Remote,United States
2022,Data Engineer,178800,Senior,Full-time,Remote,United States
2022,Data Engineer,178750,Senior,Full-time,In-person,United States
2022,Data Engineer,178000,Senior,Full-time,In-person,Canada
2022,Data Engineer,177600,Senior,Full-time,Remote,United States
2022,Data Scientist,177500,Senior,Full-time,Remote,United States
2022,Data Analyst,177000,Senior,Full-time,In-person,United States
2022,Applied Data Scientist,177000,Senior,Full-time,Remote,United States
2022,Data Scientist,176000,Senior,Full-time,Remote,United States
2022,Data Analyst,175950,Senior,Full-time,Remote,United States
2022,Data Science Manager,175100,Senior,Full-time,Remote,United States
2022,Data Science Manager,175100,Executive,Full-time,In-person,United States
2022,Data Engineer,175100,Senior,Full-time,Remote,United States
2022,Data Scientist,175000,Senior,Full-time,Remote,United States
2022,Data Scientist,175000,Senior,Full-time,In-person,United States
2022,Analytics Engineer,175000,Executive,Full-time,Remote,United States
2022,Data Engineer,175000,Mid-level,Full-time,In-person,United States
2022,Data Engineer,175000,Senior,Full-time,Remote,United States
2022,Data Analyst,175000,Senior,Full-time,Remote,United States
2022,Data Engineer,175000,Senior,Full-time,In-person,United States
2022,Data Engineer,175000,Senior,Full-time,In-person,United States
2022,Data Scientist,175000,Senior,Full-time,Remote,United States
2022,Data Engineer,175000,Senior,Full-time,In-person,United States
2022,Data Engineer,175000,Senior,Full-time,Remote,United States
2022,Data Engineer,175000,Senior,Full-time,Remote,United States
2022,Data Science Manager,175000,Senior,Full-time,In-person,United States
2022,Data Architect,175000,Senior,Full-time,Remote,United States
2022,Data Engineer,175000,Senior,Full-time,Remote,United States
2022,Data Scientist,175000,Senior,Full-time,In-person,United States
2022,Data Engineer,175000,Senior,Full-time,In-person,United States
2022,Data Engineer,175000,Senior,Full-time,In-person,United States
2022,Data Scientist,175000,Senior,Full-time,Remote,United States
2022,Data Engineer,175000,Senior,Full-time,Remote,United States
2022,Data Engineer,175000,Mid-level,Full-time,Remote,United States
2022,Data Scientist,173000,Senior,Full-time,Remote,United States
2022,Applied Machine Learning Scientist,173000,Mid-level,Full-time,Hybrid,United States
2022,Data Scientist,172386,Mid-level,Full-time,In-person,United Kingdom
2022,Lead Data Scientist,172309,Senior,Full-time,Remote,Ireland
2022,Data Scientist,172200,Senior,Full-time,In-person,United States
2022,Data Science Manager,172200,Senior,Full-time,In-person,United States
2022,Data Engineer,172200,Senior,Full-time,In-person,United States
2022,Machine Learning Engineer,172200,Senior,Full-time,In-person,United States
2022,Data Scientist,172000,Senior,Full-time,Remote,United States
2022,Data Engineer,171000,Senior,Full-time,In-person,United States
2022,Data Analyst,171000,Senior,Full-time,Remote,Australia
2022,Analytics Engineer,170000,Senior,Full-time,Remote,United States
2022,Data Engineer,170000,Senior,Full-time,Remote,United States
2022,Data Engineer,170000,Senior,Full-time,In-person,United States
2022,Data Scientist,170000,Senior,Full-time,Remote,United States
2022,Data Engineer,170000,Senior,Full-time,Remote,United States
2022,Data Scientist,170000,Senior,Full-time,Remote,United States
2022,Data Analyst,170000,Senior,Full-time,Remote,United States
2022,Data Scientist,170000,Senior,Full-time,Remote,United States
2022,Data Engineer,170000,Mid-level,Full-time,Remote,United States
2022,Data Engineer,170000,Senior,Full-time,Remote,United States
2022,Data Engineer,170000,Senior,Full-time,In-person,United States
2022,Data Analyst,170000,Senior,Full-time,Remote,United States
2022,Data Engineer,170000,Mid-level,Full-time,In-person,United States
2022,Data Analyst,170000,Senior,Full-time,Remote,United States
2022,Data Engineer,170000,Senior,Full-time,In-person,United States
2022,Data Engineer,170000,Senior,Full-time,In-person,United States
2022,Analytics Engineer,170000,Senior,Full-time,Remote,United States
2022,Data Analyst,169000,Senior,Full-time,In-person,United States
2022,Data Analyst,169000,Senior,Full-time,In-person,United States
2022,Data Analyst,169000,Senior,Full-time,In-person,United States
2022,Data Analyst,169000,Senior,Full-time,In-person,United States
2022,Data Analyst,169000,Senior,Full-time,In-person,United States
2022,Data Analyst,169000,Senior,Full-time,In-person,United States
2022,Data Analyst,169000,Senior,Full-time,In-person,United States
2022,Data Analyst,169000,Senior,Full-time,In-person,United States
2022,Data Engineer,168400,Senior,Full-time,In-person,United States
2022,Machine Learning Software Engineer,168000,Senior,Full-time,Remote,Canada
2022,Data Scientist,168000,Entry-level,Full-time,Remote,United States
2022,Data Scientist,168000,Senior,Full-time,Remote,United States
2022,Data Scientist,168000,Senior,Full-time,Remote,United States
2022,Head of Data Science,167875,Executive,Full-time,Remote,United States
2022,Data Engineer,167500,Senior,Full-time,In-person,United States
2022,Machine Learning Engineer,167100,Senior,Full-time,In-person,United States
2022,Data Analyst,167000,Mid-level,Full-time,Remote,United States
2022,Data Scientist,167000,Senior,Full-time,Remote,United States
2022,Data Analyst,166700,Senior,Full-time,In-person,United States
2022,Data Analyst,166700,Senior,Full-time,In-person,United States
2022,Data Engineer,166000,Senior,Full-time,Remote,United States
2022,Data Engineer,165400,Senior,Full-time,Remote,United States
2022,Data Engineer,165400,Senior,Full-time,Remote,United States
2022,Data Scientist,165220,Senior,Full-time,Remote,United States
2022,Data Specialist,165000,Mid-level,Full-time,In-person,United States
2022,Data Analyst,165000,Mid-level,Full-time,In-person,United States
2022,Data Scientist,165000,Senior,Full-time,Remote,United States
2022,Analytics Engineer,165000,Senior,Full-time,Remote,United States
